Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Purchase Date,Shipping Type,Add-ons Purchased,Add-on Total
1094,65,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,2024-05-07,Overnight,,0.0
1099,68,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,2024-05-31,Overnight,,0.0
1102,55,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166.0,20.75,8,2024-08-06,Express,,0.0
1110,76,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2024-07-11,Express,,0.0
1115,31,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,2024-06-04,Overnight,,0.0
1115,31,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,2024-09-10,Standard,,0.0
1116,55,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-05-20,Express,,0.0
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,2024-02-25,Express,,0.0
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,2024-09-15,Express,,0.0
1124,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,2024-02-12,Overnight,,0.0
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,2024-01-08,Express,,0.0
1129,36,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,2023-12-09,Overnight,,0.0
1134,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2024-07-22,Standard,,0.0
1143,27,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-12-06,Express,,0.0
1148,77,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,2024-03-05,Standard,,0.0
1148,77,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,2024-03-14,Standard,,0.0
1151,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166.0,20.75,8,2024-07-18,Express,,0.0
1154,70,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-09-09,Overnight,,0.0
1168,54,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,2023-10-27,Overnight,,0.0
1169,57,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,5538.33,791.19,7,2023-10-03,Overnight,,0.0
1171,50,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,2024-09-07,Overnight,,0.0
1175,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2023-11-05,Standard,,0.0
1180,41,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,2024-03-15,Express,,0.0
1183,80,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,2024-09-18,Standard,,0.0
1185,49,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,2024-02-06,Express,,0.0
1187,55,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,2024-02-02,Express,,0.0
1189,31,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,2023-11-17,Express,,0.0
1190,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,2023-12-26,Express,,0.0
1194,61,Male,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2023-11-12,Express,,0.0
1195,32,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,2023-10-13,Overnight,,0.0
1196,77,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2023-12-14,Standard,,0.0
1196,77,Male,No,Smartphone,SKU1004,2,Completed,Cash,791.19,791.19,1,2024-04-07,Express,,0.0
1197,77,Female,No,Laptop,SKU1005,3,Cancelled,Cash,4175.64,463.96,9,2024-09-21,Express,,0.0
1205,74,Male,No,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-08-02,Standard,,0.0
1208,62,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,2024-07-25,Standard,,0.0
1210,24,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,8448.3,844.83,10,2024-02-26,Standard,,0.0
1211,24,Male,No,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,2024-07-07,Standard,,0.0
1217,43,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-02-15,Express,,0.0
1223,53,Male,No,Smartphone,SKU1001,5,Completed,Cash,166.0,20.75,8,2024-03-08,Standard,,0.0
1226,40,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,3711.68,463.96,8,2024-08-18,Express,,0.0
1229,67,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,494.06,247.03,2,2024-01-11,Overnight,,0.0
1244,70,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,186.75,20.75,9,2024-05-23,Express,,0.0
1245,39,Female,Yes,Smartwatch,SKU1003,3,Cancelled,Debit Card,5913.81,844.83,7,2024-07-24,Overnight,,0.0
1246,61,Male,No,Tablet,SKU1002,3,Completed,Paypal,494.06,247.03,2,2024-01-05,Standard,,0.0
1247,47,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,2023-10-18,Overnight,,0.0
1248,66,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,741.09,247.03,3,2023-11-04,Overnight,,0.0
1253,58,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-02-15,Express,,0.0
1263,20,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-10-22,Express,,0.0
1264,76,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2024-04-17,Express,,0.0
1265,29,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-06-26,Express,,0.0
1266,23,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,791.19,791.19,1,2024-06-04,Standard,,0.0
1267,47,Male,Yes,Tablet,SKU1002,3,Completed,Debit Card,1729.21,247.03,7,2024-01-12,Overnight,,0.0
1268,54,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,2023-09-30,Standard,,0.0
1268,54,Male,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,2024-04-18,Standard,,0.0
1271,36,Female,No,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2023-10-11,Express,,0.0
1280,72,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2024-08-21,Standard,,0.0
1287,52,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,2023-12-07,Express,,0.0
1287,52,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,2024-03-21,Standard,,0.0
1287,52,Female,Yes,Smartphone,SKU1004,2,Cancelled,Cash,1582.38,791.19,2,2024-05-01,Overnight,,0.0
1295,19,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,4747.14,791.19,6,2024-08-07,Overnight,,0.0
1296,60,Female,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2023-10-18,Express,,0.0
1304,23,Female,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2023-10-24,Express,,0.0
1310,77,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,7120.71,791.19,9,2024-08-23,Standard,,0.0
1314,30,Male,No,Laptop,SKU1005,3,Cancelled,Paypal,3247.72,463.96,7,2024-09-07,Express,,0.0
1315,48,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2024-03-17,Express,,0.0
1315,48,Male,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,4639.6,463.96,10,2024-06-08,Overnight,,0.0
1315,48,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,124.5,20.75,6,2024-06-25,Overnight,,0.0
1316,52,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-05-11,Overnight,,0.0
1316,52,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-09-05,Standard,,0.0
1318,20,Male,No,Tablet,SKU1002,3,Completed,Paypal,2470.3,247.03,10,2023-11-19,Standard,,0.0
1324,34,Female,No,Laptop,SKU1005,3,Cancelled,Cash,4639.6,463.96,10,2024-06-14,Overnight,,0.0
1326,25,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,2023-10-11,Standard,,0.0
1327,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,186.75,20.75,9,2023-12-07,Standard,,0.0
1328,29,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,3711.68,463.96,8,2024-05-16,Overnight,,0.0
1333,61,Male,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-04-10,Standard,,0.0
1333,61,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-06-19,Standard,,0.0
1335,34,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,124.5,20.75,6,2024-07-10,Standard,,0.0
1340,49,Male,Yes,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,2024-08-22,Overnight,,0.0
1342,36,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2023-10-12,Standard,,0.0
1347,72,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,4639.6,463.96,10,2024-04-16,Express,,0.0
1347,72,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,41.5,20.75,2,2024-07-16,Express,,0.0
1350,77,Male,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,2024-09-11,Standard,,0.0
1352,19,Male,No,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,2024-09-07,Express,,0.0
1357,30,Female,Yes,Smartphone,SKU1001,5,Cancelled,Paypal,145.25,20.75,7,2024-09-05,Overnight,,0.0
1364,29,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,2534.49,844.83,3,2024-06-13,Express,,0.0
1364,29,Female,No,Smartphone,SKU1001,5,Cancelled,Debit Card,103.75,20.75,5,2024-08-04,Express,,0.0
1365,54,Female,No,Smartphone,SKU1004,2,Completed,Cash,7911.9,791.19,10,2024-03-09,Overnight,,0.0
1369,21,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,2023-12-18,Express,,0.0
1374,44,Female,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,2024-05-22,Express,,0.0
1381,34,Female,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2023-12-06,Standard,,0.0
1381,34,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,2024-01-09,Standard,,0.0
1383,73,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,1689.66,844.83,2,2024-07-26,Overnight,,0.0
1389,22,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,2023-09-30,Overnight,,0.0
1389,22,Male,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-07-25,Express,,0.0
1390,77,Female,No,Smartphone,SKU1001,5,Cancelled,Paypal,41.5,20.75,2,2023-11-03,Overnight,,0.0
1395,71,Female,No,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,2024-05-09,Express,,0.0
1399,57,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,2024-01-15,Express,,0.0
1400,42,Female,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2023-11-10,Overnight,,0.0
1403,37,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2024-01-23,Standard,,0.0
1403,37,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-07-29,Standard,,0.0
1406,46,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,2024-07-17,Express,,0.0
1408,67,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2024-01-31,Overnight,,0.0
1408,67,Male,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,2024-08-09,Standard,,0.0
1409,42,Male,No,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,2023-12-26,Express,,0.0
1411,23,Male,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,2023-11-30,Overnight,,0.0
1416,38,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-04-06,Standard,,0.0
1416,38,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,2024-05-07,Overnight,,0.0
1420,73,Male,No,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,2023-12-19,Express,,0.0
1431,50,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2023-12-04,Overnight,,0.0
1431,50,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,2024-01-09,Standard,,0.0
1447,61,Female,Yes,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,2024-05-20,Express,,0.0
1454,26,Female,Yes,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,2024-07-31,Overnight,,0.0
1460,19,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5068.98,844.83,6,2024-07-02,Standard,,0.0
1461,65,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,6758.64,844.83,8,2024-09-01,Overnight,,0.0
1461,65,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-08,Overnight,,0.0
1466,77,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4639.6,463.96,10,2024-08-03,Overnight,,0.0
1473,65,Male,No,Smartwatch,SKU1003,3,Completed,Cash,1689.66,844.83,2,2024-01-31,Express,,0.0
1473,65,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,145.25,20.75,7,2024-08-05,Express,,0.0
1480,48,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,7603.47,844.83,9,2024-09-19,Express,,0.0
1484,63,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-09-20,Overnight,,0.0
1486,49,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,2534.49,844.83,3,2024-03-11,Overnight,,0.0
1494,36,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2023-12-07,Overnight,,0.0
1495,45,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,5913.81,844.83,7,2024-06-03,Express,,0.0
1495,45,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,2534.49,844.83,3,2024-09-14,Express,,0.0
1499,55,Male,No,Smartwatch,SKU1003,3,Completed,Cash,4224.15,844.83,5,2024-05-24,Overnight,,0.0
1501,73,Female,Yes,Tablet,SKU1002,3,Completed,Cash,247.03,247.03,1,2024-08-22,Express,,0.0
1514,22,Male,Yes,Smartphone,SKU1001,5,Cancelled,Credit Card,20.75,20.75,1,2023-10-08,Overnight,,0.0
1517,70,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,7911.9,791.19,10,2024-01-08,Express,,0.0
1518,59,Female,No,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2024-05-20,Overnight,,0.0
1536,75,Female,Yes,Laptop,SKU1005,3,Cancelled,Debit Card,3247.72,463.96,7,2024-02-25,Express,,0.0
1537,67,Male,No,Tablet,SKU1002,3,Completed,Debit Card,741.09,247.03,3,2024-07-02,Overnight,,0.0
1539,70,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-02-01,Express,,0.0
1539,70,Male,No,Smartphone,SKU1004,2,Cancelled,Paypal,6329.52,791.19,8,2024-05-28,Standard,,0.0
1543,60,Male,No,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,2024-04-05,Overnight,,0.0
1559,59,Male,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-09-12,Standard,,0.0
1568,35,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,2023-10-27,Standard,,0.0
1571,51,Female,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,2023-10-18,Overnight,,0.0
1571,51,Female,No,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2024-01-05,Overnight,,0.0
1574,31,Female,No,Laptop,SKU1005,3,Completed,Credit Card,3711.68,463.96,8,2024-04-01,Standard,,0.0
1578,43,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,2024-07-17,Overnight,,0.0
1579,67,Male,Yes,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,2024-02-08,Overnight,,0.0
1585,44,Male,Yes,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-05-19,Standard,,0.0
1585,44,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,2024-07-22,Express,,0.0
1586,69,Male,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,2024-05-28,Express,,0.0
1587,32,Female,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-06-13,Standard,,0.0
1589,34,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,3711.68,463.96,8,2024-02-21,Express,,0.0
1591,24,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,2023-12-05,Standard,,0.0
1595,60,Male,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,2024-08-11,Overnight,,0.0
1601,40,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,1582.38,791.19,2,2024-04-04,Standard,,0.0
1601,40,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,4224.15,844.83,5,2024-09-18,Standard,,0.0
1610,57,Female,No,Tablet,SKU1002,3,Cancelled,Cash,247.03,247.03,1,2024-06-18,Standard,,0.0
1618,25,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,2024-01-29,Express,,0.0
1624,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,2023-12-08,Overnight,,0.0
1626,20,Male,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2023-12-04,Express,,0.0
1628,58,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,20.75,20.75,1,2024-08-07,Express,,0.0
1632,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,2024-08-15,Express,,0.0
1633,73,Male,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,2024-07-27,Standard,,0.0
1636,40,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2024-08-13,Overnight,,0.0
1637,27,Female,No,Laptop,SKU1005,3,Completed,Paypal,927.92,463.96,2,2024-05-23,Overnight,,0.0
1643,28,Female,No,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-04-06,Express,,0.0
1644,44,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2023-10-11,Standard,,0.0
1644,44,Male,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-02-26,Express,,0.0
1645,51,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-11-29,Standard,,0.0
1658,43,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,5068.98,844.83,6,2024-01-11,Standard,,0.0
1660,50,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2023-11-26,Express,,0.0
1661,19,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,2023-11-02,Express,,0.0
1661,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,145.25,20.75,7,2023-11-14,Express,,0.0
1662,65,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,124.5,20.75,6,2023-12-27,Overnight,,0.0
1662,65,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1482.18,247.03,6,2024-05-25,Standard,,0.0
1663,60,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,2024-03-16,Overnight,,0.0
1664,73,Female,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,2023-11-15,Express,,0.0
1667,43,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,2024-07-16,Express,,0.0
1671,38,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,2024-07-12,Express,,0.0
1672,48,Female,Yes,Laptop,SKU1005,3,Completed,Credit Card,927.92,463.96,2,2024-05-23,Overnight,,0.0
1673,43,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,2023-10-12,Standard,,0.0
1676,44,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,2024-02-27,Overnight,,0.0
1677,78,Male,No,Smartphone,SKU1004,2,Cancelled,Cash,2373.57,791.19,3,2024-08-29,Overnight,,0.0
1682,76,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,3379.32,844.83,4,2024-05-06,Standard,,0.0
1683,36,Male,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,2023-11-02,Express,,0.0
1683,36,Male,Yes,Laptop,SKU1005,3,Completed,Cash,463.96,463.96,1,2024-03-23,Express,,0.0
1683,36,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,247.03,247.03,1,2024-08-13,Overnight,,0.0
1690,45,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2023-11-06,Standard,,0.0
1691,61,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,2023-10-13,Express,,0.0
1695,75,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-09-18,Overnight,,0.0
1699,52,Male,Yes,Laptop,SKU1005,3,Completed,Cash,1855.84,463.96,4,2023-12-17,Standard,,0.0
1700,34,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,2024-07-01,Standard,,0.0
1702,66,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,2024-07-11,Standard,,0.0
1706,79,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,5913.81,844.83,7,2024-03-23,Standard,,0.0
1710,33,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,4747.14,791.19,6,2023-11-27,Express,,0.0
1718,73,Male,Yes,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,2023-10-01,Express,,0.0
1719,55,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,83.0,20.75,4,2024-04-26,Standard,,0.0
1720,61,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7120.71,791.19,9,2024-06-17,Express,,0.0
1728,78,Female,No,Tablet,SKU1002,3,Cancelled,Paypal,2223.27,247.03,9,2024-08-27,Overnight,,0.0
1732,63,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,5068.98,844.83,6,2024-06-13,Express,,0.0
1735,44,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,2023-10-07,Overnight,,0.0
1742,43,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,3379.32,844.83,4,2024-09-10,Overnight,,0.0
1751,80,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,186.75,20.75,9,2024-05-14,Overnight,,0.0
1753,36,Female,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,2023-10-03,Overnight,,0.0
1770,78,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,2024-04-01,Standard,,0.0
1771,66,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,62.25,20.75,3,2024-03-30,Overnight,,0.0
1773,22,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,463.96,463.96,1,2023-11-22,Express,,0.0
1776,32,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,4747.14,791.19,6,2024-04-02,Express,,0.0
1776,32,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,2024-05-08,Express,,0.0
